;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;150.069;9.867;75.765;64.013;55.891;23.322;71.532;51.05
1;147.69;23.464;105.148;62.189;122.4;34.295;92.606;66.248
2;161.17;33.707;97.65;80.629;103.883;13.339;82.677;55.305
3;152.051;33.583;94.205;58.744;128.446;15.109;80.853;59.966
4;129.849;10.861;63.405;54.692;122.4;-9.315;59.374;74.556
5;145.708;26.94;99.271;67.66;124.667;18.791;93.822;64.424
6;163.152;18.497;89.747;89.343;112.953;10.083;85.717;61.992
7;147.293;33.521;96.637;52.868;125.801;18.153;78.017;62.803
8;145.708;35.259;87.113;47.397;125.801;8.95;68.695;67.666
9;140.157;34.142;98.258;63.0;109.552;18.507;87.338;60.776
10;163.548;13.903;97.042;82.858;108.796;4.419;75.788;66.045
11;147.69;29.486;92.382;54.489;127.691;10.437;78.219;61.79
12;142.932;34.949;83.668;48.613;121.644;7.534;68.493;63.816
13;148.086;30.106;101.298;66.039;122.4;22.118;93.62;65.437
14;162.755;44.882;103.324;73.74;115.598;6.118;84.704;68.071
15;163.152;27.996;98.461;60.366;138.65;11.003;83.488;67.261
16;144.122;23.588;82.047;49.626;112.575;-5.634;58.158;62.6
17;156.412;23.339;100.892;73.334;115.22;25.729;93.417;58.142
18;154.826;29.237;95.421;74.55;106.151;4.631;78.017;64.627
19;150.862;30.603;93.8;56.921;129.58;29.622;85.109;59.155
20;138.175;20.297;72.929;52.463;112.953;28.56;74.166;53.279
21;145.708;28.616;100.487;64.621;117.487;31.888;94.633;62.803
22;149.276;28.058;93.395;73.132;114.086;22.614;89.769;61.79
23;144.518;33.397;94.813;50.031;136.004;30.755;86.325;65.437
24;133.814;27.809;76.779;45.776;118.243;19.853;70.519;59.966
25;150.069;31.721;101.095;67.458;118.999;25.233;94.227;62.195
26;154.033;29.299;94.003;76.374;108.04;19.569;85.919;58.953
27;146.5;27.685;85.289;61.581;134.115;-12.36;66.872;78.001
28;146.5;20.856;76.981;56.11;112.953;16.808;69.708;54.495
29;150.862;34.514;105.958;62.392;125.801;13.906;88.351;71.314
30;148.483;14.151;86.91;80.629;104.261;28.49;86.527;54.089
31;143.725;28.368;89.139;54.894;129.202;34.72;85.919;58.345
32;150.465;28.058;81.034;58.137;116.732;21.552;72.951;53.684
33;150.862;28.182;104.337;63.81;121.644;16.242;88.351;70.706
34;149.672;10.24;83.263;83.669;107.662;11.711;86.122;57.332
35;140.95;33.273;95.624;47.802;133.359;21.976;79.84;66.856
36;135.003;30.665;81.237;43.547;118.621;5.339;63.427;64.627
37;151.258;30.727;100.892;70.497;120.511;24.737;96.456;59.966
38;147.293;25.823;92.179;72.524;109.93;13.41;83.285;62.398
39;138.175;29.486;87.518;52.665;133.359;19.64;84.298;62.6
40;144.122;27.809;81.439;51.45;118.243;20.702;72.951;58.345
41;148.483;32.59;100.487;65.634;120.511;22.33;93.214;63.411
42;150.862;9.619;85.492;82.048;108.04;21.41;87.54;55.508
43;144.122;34.204;96.434;48.41;138.272;-3.51;75.18;72.732
44;137.778;17.504;78.602;50.031;115.598;-3.652;60.995;64.829
45;144.915;25.202;99.271;66.445;123.912;36.844;98.078;59.358
46;150.069;18.932;87.721;78.198;109.93;5.693;78.219;66.653
47;142.536;37.867;91.368;49.828;137.516;7.392;80.651;68.071
48;133.814;34.514;77.994;43.952;128.446;11.145;75.382;66.045
49;141.743;30.789;98.056;64.216;128.069;19.499;96.254;66.653
50;145.311;27.499;89.95;72.524;111.819;8.95;84.096;62.803
51;145.311;34.7;91.166;52.26;137.138;10.366;84.501;66.653
52;138.175;40.288;82.655;44.56;118.243;4.49;66.061;62.6
53;144.122;43.02;103.324;59.555;126.935;8.525;90.985;70.503
54;146.897;5.708;76.981;85.898;106.906;8.03;85.717;59.966
55;136.985;28.927;93.8;45.573;139.405;15.463;80.448;73.137
56;140.95;41.219;84.276;46.789;119.755;3.428;67.074;62.6
57;148.086;47.489;106.769;59.352;129.202;7.463;91.593;72.327
58;148.879;15.579;86.505;79.211;108.04;25.445;88.148;56.116
59;144.122;32.962;95.016;48.005;139.405;29.127;85.717;68.071
60;134.21;36.625;79.818;43.344;127.691;3.711;70.519;67.463
61;141.743;41.219;101.298;60.568;129.202;10.72;93.417;69.49
62;141.743;24.084;85.897;75.158;111.441;21.976;88.351;57.534
63;134.607;34.266;89.747;46.181;143.184;17.658;85.109;69.49
64;137.382;41.095;82.655;43.344;118.999;3.994;66.872;63.411
65;151.654;26.754;100.487;69.282;117.11;34.366;95.443;58.75
66;153.24;30.106;94.003;76.374;107.284;17.091;84.906;58.75
67;142.932;41.405;96.232;45.776;138.65;15.817;81.461;70.3
68;138.571;32.093;78.197;47.397;117.487;21.906;71.127;58.142
69;143.725;29.486;101.298;61.379;127.691;12.702;91.593;71.921
70;154.033;10.55;85.695;83.669;106.151;21.976;85.514;55.508
71;144.122;37.867;98.258;47.802;139.405;13.198;78.827;72.732
