;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;191.759;-28.071;73.562;92.601;53.748;24.406;52.212;26.72
1;135.358;19.132;71.536;54.302;62.528;22.802;39.851;-9.349
2;188.898;10.227;79.236;77.808;57.651;16.6;45.12;40.297
3;159.88;15.022;84.099;64.029;70.333;19.38;50.591;68.463
4;181.133;10.289;78.02;77.808;67.406;18.632;41.472;51.036
5;110.835;17.638;62.417;48.02;120.087;14.997;40.054;41.107
6;156.61;-34.609;58.769;84.698;142.037;12.324;50.996;58.737
7;197.89;-23.774;77.007;87.737;105.453;16.494;53.225;66.234
8;158.245;13.465;67.686;69.905;61.553;33.173;49.375;61.371
9;161.515;11.41;68.901;71.324;61.065;15.424;45.12;66.639
10;184.402;-38.408;61.606;94.019;104.478;14.997;43.499;44.147
11;169.689;10.912;77.615;65.042;93.259;37.771;45.12;57.723
12;195.029;39.06;86.328;64.231;70.333;7.405;47.754;69.679
13;192.985;26.48;90.989;67.676;81.552;59.69;42.688;55.9
14;188.081;28.847;68.901;85.103;111.795;9.757;44.512;58.737
15;194.211;43.294;89.57;68.082;67.894;35.739;42.891;57.115
16;175.411;42.36;83.086;55.518;89.844;15.317;42.891;45.768
17;181.95;46.408;92.002;61.394;128.867;29.11;42.891;53.468
18;214.647;33.081;93.42;67.879;129.355;7.619;35.393;36.041
19;202.794;31.774;92.61;64.839;81.064;5.267;43.499;64.613
20;183.176;12.095;74.778;67.879;91.308;21.412;48.159;67.247
21;180.724;29.158;87.544;70.108;59.114;18.097;37.622;42.12
22;192.985;51.701;93.623;57.342;60.09;87.703;44.512;60.966
23;181.541;42.422;89.368;59.976;78.138;18.846;34.177;47.794
24;199.116;25.048;65.862;88.953;151.305;16.707;44.917;56.305
25;225.273;62.412;110.644;66.866;84.967;18.311;38.838;46.781
26;188.081;14.088;62.822;92.601;88.869;48.57;39.041;55.089
27;194.211;42.049;90.583;65.65;93.747;15.104;31.34;41.918
28;179.498;13.216;74.778;72.742;67.406;18.311;36.609;54.076
29;192.577;47.529;97.27;68.487;81.552;16.814;40.864;49.213
30;184.402;39.309;72.954;76.592;62.528;16.066;32.556;50.428
