;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;148.518;82.56;42.063;87.836;122.095;52.413;32.819;108.833
1;135.746;8.4;-33.525;68.588;123.193;-3.772;-52.895;64.046
2;142.925;85.805;37.805;105.058;130.53;58.464;22.892;125.45
3;127.748;5.496;-18.328;31.91;141.536;-9.822;-44.794;55.738
4;149.712;92.968;48.952;83.984;117.314;59.428;48.216;101.537
5;132.54;6.509;-38.182;62.711;127.959;2.212;-52.895;66.279
6;152.116;93.239;37.805;115.392;120.982;60.201;36.056;128.28
7;133.75;5.629;-24.204;32.309;138.243;5.753;-38.511;61.008
8;130.152;76.543;40.843;62.305;140.078;62.004;38.289;113.489
9;131.346;10.632;-36.762;63.923;129.793;-2.356;-55.734;64.652
10;136.138;87.156;38.004;103.846;132.004;60.459;28.561;133.144
11;118.966;6.036;-18.726;25.021;140.814;-9.566;-45.201;56.75
12;151.315;81.951;30.31;70.613;123.554;48.873;30.18;93.428
13;132.148;6.983;-40.414;60.28;133.838;-3.709;-60.597;63.639
14;148.126;97.024;42.063;116.612;127.598;62.647;33.624;131.724
15;120.569;4.009;-24.603;20.763;149.249;-14.006;-47.832;59.996
16;140.93;92.292;45.706;74.257;129.057;63.87;50.042;115.108
17;140.537;8.132;-45.884;61.691;122.456;3.95;-50.671;65.872
18;145.722;85.06;37.606;110.934;126.485;55.632;21.066;118.353
19;122.956;6.036;-21.158;30.084;148.152;-7.312;-46.006;57.157
20;128.157;83.437;45.507;67.169;147.415;66.831;44.979;124.835
21;130.954;14.149;-38.788;62.504;133.838;-5.96;-57.352;66.686
22;132.949;90.603;42.469;106.278;141.175;72.043;37.077;147.129
23;126.963;8.132;-23.798;28.466;144.107;-17.032;-48.845;53.912
24;133.342;79.45;32.941;58.246;137.867;62.133;39.907;114.502
25;134.143;10.43;-42.232;59.665;127.222;-2.035;-55.941;63.44
26;140.93;81.613;31.729;102.427;137.131;52.993;13.165;121.598
27;125.361;5.022;-16.303;33.728;144.107;-12.332;-50.671;52.094
28;116.169;61.671;32.534;47.307;156.226;58.334;25.93;116.934
29;129.76;10.834;-36.97;61.491;133.838;-3.645;-59.585;62.627
30;135.746;89.116;38.411;103.639;143.01;69.082;31.201;142.871
31;127.356;6.373;-21.972;29.677;139.702;-14.456;-48.031;53.513
32;131.755;84.182;40.436;63.724;143.385;64.772;40.92;119.573
33;134.535;12.321;-39.808;63.11;129.432;2.02;-58.365;64.254
34;142.925;94.388;39.631;110.528;134.935;63.549;29.167;134.156
35;127.748;7.32;-25.416;26.839;143.385;-15.292;-46.214;55.738
36;121.763;78.639;39.025;55.208;157.323;70.693;36.869;127.475
37;129.351;10.43;-40.008;59.267;138.243;-3.387;-59.784;68.304
38;118.573;79.855;39.631;93.712;151.084;68.376;22.685;142.465
39;119.375;5.158;-21.773;24.407;147.415;-12.268;-47.425;57.157
40;133.342;79.583;34.767;61.085;140.814;61.295;35.857;113.697
41;130.152;7.658;-42.033;59.059;129.057;2.985;-57.153;65.266
42;136.939;96.418;45.3;109.922;146.678;73.587;34.645;150.574
43;130.954;7.794;-25.823;28.059;148.513;-12.527;-50.463;57.763
44;126.963;79.179;35.979;57.441;149.625;65.8;38.895;123.416
45;131.346;10.566;-43.253;58.047;130.169;-4.093;-56.34;65.872
46;137.332;93.511;42.469;109.515;140.814;70.176;31.599;143.477
47;126.963;6.44;-25.217;26.034;141.175;-15.036;-47.832;54.526
48;134.944;75.122;25.853;56.221;147.776;58.079;28.362;112.676
49;142.925;11.645;-43.253;66.554;125.388;-2.999;-58.166;58.576
50;149.32;91.888;32.742;108.909;129.057;58.079;25.523;126.861
51;128.959;5.969;-23.59;31.503;138.243;-10.339;-44.388;54.526
52;139.327;106.353;61.916;86.615;133.838;74.297;60.981;127.674
53;130.545;7.589;-48.922;52.577;134.199;-9.371;-53.708;72.96
54;144.528;87.02;32.941;104.452;134.199;58.851;25.723;130.513
55;128.959;4.413;-27.441;26.233;141.175;-17.224;-46.006;55.539
56;140.537;82.491;32.534;65.343;140.078;58.851;32.213;109.231
57;136.547;12.93;-41.626;64.33;133.101;-6.282;-61.004;62.627
58;143.334;96.485;42.868;114.985;131.628;65.223;36.869;137.601
59;126.162;7.794;-26.23;25.627;146.317;-13.233;-44.993;60.195
60;143.727;79.45;29.09;64.737;127.598;52.735;30.586;98.292
61;137.741;8.198;-47.71;59.059;130.891;-3.129;-55.734;65.665
62;151.315;102.501;42.063;119.044;126.485;68.439;43.966;140.439
