;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;191.657;33.937;75.675;73.447;91.907;6.349;169.968;49.997
1;175.309;62.645;88.846;51.968;62.64;5.815;145.043;33.381
2;185.526;40.227;90.467;57.439;175.318;5.173;128.022;26.492
3;213.727;-24.599;86.009;81.552;175.318;8.488;173.007;32.976
4;181.03;35.058;74.256;70.813;187.513;7.419;131.264;24.263
5;164.682;45.894;79.728;51.968;209.463;10.733;145.246;28.315
6;194.109;25.468;85.199;75.676;158.246;5.494;152.541;28.315
7;180.213;11.457;85.807;61.694;141.661;8.808;154.162;24.871
8;169.178;-17.998;70.001;72.636;106.053;5.173;183.747;32.165
9;176.943;-11.086;79.93;67.165;108.492;8.595;149.096;31.355
10;185.118;-19.929;77.904;79.729;109.467;9.771;160.646;42.095
11;136.073;-9.654;65.34;56.831;81.664;6.563;124.374;29.936
12;134.029;56.729;85.199;42.038;105.565;9.878;146.867;32.165
13;157.734;51.063;84.591;47.712;153.368;8.381;110.595;-23.56
14;127.49;35.681;76.891;48.928;61.664;13.299;176.249;35.205
15;133.621;49.381;76.891;38.594;125.076;8.381;119.106;26.289
16;128.716;27.15;63.922;60.073;118.247;9.664;163.078;31.76
17;142.612;43.154;77.093;44.673;77.761;9.236;133.088;20.615
18;130.76;42.22;77.904;51.36;66.054;11.375;149.906;28.315
19;133.212;46.454;76.283;40.62;79.712;9.878;116.674;-20.723
20;125.038;35.93;75.27;44.673;61.177;10.84;164.902;36.826
21;138.116;52.993;82.362;37.986;65.567;10.84;108.771;30.544
22;138.934;42.656;81.754;52.575;110.931;12.016;149.906;37.231
23;131.986;48.509;79.525;38.796;95.321;8.381;100.26;-18.088
24;125.855;33.128;79.525;40.417;67.03;11.909;114.242;27.302
25;134.438;48.198;78.917;43.457;65.079;11.054;88.508;30.544
26;120.951;22.043;71.825;59.262;54.348;11.588;94.587;-20.925
27;120.133;49.132;74.054;35.351;59.713;-2.525;99.653;34.597
28;131.986;30.699;69.191;57.439;77.761;-4.129;84.455;-24.775
29;127.49;50.378;79.93;42.038;62.152;12.23;127.009;29.126
30;117.681;29.454;75.472;50.549;63.616;11.268;125.995;24.465
31;120.133;50.315;77.904;36.162;63.128;9.129;76.147;-32.07
32;133.621;41.286;80.133;44.065;68.981;10.84;64.191;-34.705
33;134.438;45.769;81.551;43.052;81.664;9.771;70.27;-33.691
34;128.716;40.289;80.538;45.888;81.176;9.343;108.366;-30.449
35;124.22;41.161;74.054;38.188;62.64;5.815;84.455;-30.449
36;138.525;35.37;81.957;47.915;61.177;13.513;107.758;-30.855
37;133.621;44.898;79.93;38.796;97.273;9.771;73.715;-33.286
38;125.855;36.428;79.322;52.17;55.811;11.054;103.705;26.492
39;118.498;25.904;74.459;39.607;106.053;11.161;96.613;-27.207
40;115.638;22.043;74.459;43.052;84.59;7.205;68.649;-33.489
41;129.942;52.619;81.754;38.188;65.567;10.519;69.865;-26.802
42;124.629;36.366;79.728;48.32;87.517;7.632;71.081;-31.665
43;116.046;39.729;76.688;36.77;113.369;11.695;63.178;-36.731
44;135.664;46.205;80.336;46.091;75.81;10.305;107.758;28.721
45;131.168;44.648;82.97;40.215;72.883;9.129;72.905;-30.247
46;128.307;33.875;78.917;50.549;62.152;9.557;117.282;27.91
47;130.351;49.443;84.996;38.391;109.467;11.054;90.129;-33.084
48;132.394;50.066;83.983;41.43;158.246;9.45;67.231;-37.136
