;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;103.071;57.499;20.173;115.679;73.106;-1189.951;-13.378;53.213
1;108.906;-23.466;93.73;73.328;92.353;-1271.201;45.994;41.663
2;93.589;8.822;53.0;85.688;109.996;-792.776;29.175;59.089
3;100.883;-35.879;85.625;43.946;94.358;-807.47;20.665;27.68
4;105.26;10.775;38.613;78.597;73.507;-781.292;6.075;18.765
5;108.177;-30.231;91.096;77.178;84.735;-1013.251;38.497;43.486
6;94.684;59.382;11.257;127.027;105.185;-615.273;3.441;83.811
7;103.071;-26.674;81.775;51.646;82.729;-630.338;15.599;26.87
8;93.589;12.658;49.15;71.504;73.507;-538.777;24.312;12.888
9;112.189;-37.344;117.033;66.641;91.15;-574.586;36.876;52.2
10;100.518;54.5;17.336;128.648;89.145;-608.111;-13.986;86.648
11;117.295;-6.45;78.33;73.125;88.343;-391.65;31.405;24.641
12;118.753;59.103;16.931;115.679;66.689;-666.394;-33.034;56.658
13;117.659;-4.149;94.339;88.525;92.753;-580.76;47.21;45.311
14;99.061;43.203;21.794;123.987;110.398;-855.628;-4.462;97.186
15;102.342;-22.908;79.14;51.038;94.759;-866.679;29.379;29.707
16;107.083;16.493;40.639;82.446;84.332;-814.57;12.56;24.844
17;115.471;-31.137;99.81;78.191;88.343;-806.297;38.497;51.997
18;95.777;9.101;50.974;87.107;111.601;-702.265;30.189;69.83
19;96.142;-30.998;79.14;46.782;93.557;-476.296;24.312;34.975
20;101.978;40.065;16.526;104.128;78.318;-787.713;8.912;22.818
21;102.342;-20.746;82.18;81.028;101.977;-756.288;43.968;57.873
22;94.319;6.73;60.904;86.094;107.591;-400.602;36.876;54.429
23;101.613;-31.346;88.259;45.972;97.165;-1052.579;18.841;40.244
24;107.083;16.145;36.992;87.918;78.318;-1067.644;8.102;24.641
25;104.531;-28.557;93.325;73.733;99.17;-958.302;45.184;54.024
26;89.943;50.177;14.094;121.961;114.007;-1001.211;8.709;92.524
27;111.459;-18.306;82.382;59.954;85.937;-1984.054;25.528;29.505
28;101.247;52.269;19.768;99.266;81.928;-1868.538;-14.594;52.403
29;100.518;4.08;87.044;78.597;102.779;-556.126;49.845;55.24
30;92.86;53.594;19.566;121.961;101.174;-1599.104;-11.757;96.982
31;108.177;-6.52;69.009;67.452;89.145;-1436.171;29.581;24.844
32;101.247;46.132;28.279;91.362;81.125;-1437.715;7.899;29.91
33;95.413;-8.612;86.84;74.544;104.382;-792.035;48.224;58.076
34;102.707;40.762;31.723;117.908;100.774;-1511.927;14.991;73.882
35;103.436;-9.658;79.343;54.888;100.774;-1881.071;24.312;42.474
36;101.613;7.079;48.34;76.367;86.739;-1984.054;23.096;14.915
37;110.001;-36.507;101.836;71.707;93.557;-1312.259;41.537;57.063
38;104.531;-9.519;65.969;89.134;110.398;-858.838;36.47;59.698
39;107.083;-34.554;88.462;51.241;87.542;-1329.916;22.489;29.505
40;101.978;12.937;38.613;80.825;94.759;-1861.932;18.841;32.138
41;104.895;-32.602;94.744;75.152;98.367;-1483.094;43.563;68.816
42;102.707;8.125;57.256;93.592;105.586;170.31;36.47;64.156
43;100.518;-28.696;77.114;55.901;91.551;157.283;25.528;27.884
44;103.071;9.729;40.437;79.609;93.957;121.103;20.057;26.262
45;114.011;-35.461;101.025;77.178;94.358;120.609;39.105;57.671
46;103.071;7.776;64.348;89.944;108.794;-1167.046;28.77;66.384
47;105.26;-31.137;82.586;56.509;90.349;94.987;26.744;26.465
48;97.966;19.074;23.821;85.892;98.367;54.3;-6.894;58.887
49;111.823;-22.56;88.056;84.676;96.364;-301.571;49.439;48.35
50;99.061;4.708;59.485;83.055;110.799;87.887;35.052;60.305
51;105.26;-34.066;83.801;52.051;94.358;76.526;20.462;35.584
52;103.071;23.467;17.336;97.645;87.943;-479.938;-14.189;58.684
53;107.448;-25.837;88.462;79.812;99.571;90.912;47.21;52.2
54;102.707;-6.45;67.59;88.12;113.205;72.637;32.012;64.966
55;107.083;-32.741;82.788;50.43;92.753;116.596;25.933;29.099
56;112.918;8.613;43.071;88.323;92.353;95.728;31.202;13.699
57;100.154;-33.16;97.986;64.21;99.571;104.124;40.118;62.737
58;101.978;-11.89;70.427;78.597;100.774;-80.294;39.713;44.905
59;97.601;-31.625;79.749;45.364;95.16;100.05;21.678;37.812
60;105.989;12.24;41.045;83.662;83.531;96.654;16.207;24.844
61;101.978;-22.001;88.867;75.152;106.387;178.398;44.576;62.535
62;102.342;11.682;48.543;98.05;119.621;-243.782;27.757;76.314
63;116.2;-33.648;87.854;61.575;87.542;-750.916;24.515;29.302
64;95.048;57.638;-6.169;112.032;89.946;-421.717;-13.783;56.658
65;95.777;-18.306;83.801;72.112;103.581;-225.445;46.805;57.063
66;110.365;28.837;52.19;107.168;97.165;-133.823;28.568;58.076
67;107.083;-28.417;81.977;57.927;85.937;-941.879;23.705;27.478
68;93.225;32.603;9.231;94.403;94.358;-1465.189;-12.162;61.926
69;97.966;-27.371;90.286;72.112;109.996;-673.371;48.831;58.887
70;104.165;12.03;52.393;99.671;105.586;93.382;32.012;58.887
71;108.177;-33.09;87.854;51.848;83.13;-264.526;18.031;33.557
72;104.165;46.132;19.161;104.534;74.709;-1272.807;-11.352;41.865
73;102.707;-22.699;85.219;77.786;109.595;120.794;47.008;60.508
74;89.943;50.177;14.499;119.732;105.185;-553.286;-12.162;103.467
75;96.142;-6.101;64.956;60.764;91.952;-200.811;33.026;24.439
76;95.777;14.889;39.018;73.328;93.156;97.58;14.181;33.557
77;109.27;-34.694;99.202;69.884;103.18;185.93;42.752;60.508
78;96.142;8.474;56.04;89.134;116.413;87.578;40.523;60.103
79;104.165;-35.043;81.167;50.835;93.557;99.864;20.462;38.218
80;107.448;11.124;41.045;83.46;88.744;139.44;30.797;12.281
81;109.636;-34.624;102.241;70.086;99.972;153.393;38.295;63.345
82;91.767;9.659;53.203;89.944;112.001;-243.72;46.197;49.16
83;102.342;-35.67;91.907;43.135;93.957;100.852;21.88;35.786
84;105.26;37.136;12.878;108.586;79.922;-151.171;-13.783;49.16
85;108.906;8.613;75.696;91.16;93.557;75.971;32.823;65.777
86;94.319;35.044;25.239;112.437;107.591;116.472;8.102;90.296
87;107.812;-6.799;75.088;65.02;93.957;142.712;26.947;38.421
88;99.79;62.171;-3.332;113.855;79.922;81.034;-29.386;66.384
89;104.165;-29.185;90.488;73.733;100.373;-320.525;47.413;56.658
90;96.142;10.147;50.974;88.12;109.996;-117.338;18.841;78.745
91;112.189;-33.369;80.761;58.738;93.557;109.187;26.338;32.544
92;96.142;8.543;38.208;71.301;104.382;-102.705;22.286;37.407
93;104.165;-32.323;91.299;71.301;97.566;65.29;44.981;55.24
94;109.636;7.009;60.904;95.415;97.967;89.122;37.281;46.729
95;108.541;-37.623;86.638;49.619;95.16;113.385;22.691;37.205
96;95.048;12.24;32.534;77.583;95.963;-51.09;18.436;30.112
97;104.895;-35.461;99.81;66.438;99.17;114.497;38.7;64.156
98;104.895;-17.329;77.52;79.002;105.586;79.613;52.073;34.368
99;110.73;-40.412;95.149;46.782;88.744;143.947;24.11;31.531
100;109.27;11.682;32.534;89.134;76.314;-114.93;9.52;23.628
101;110.365;-28.069;97.581;76.165;90.75;159.32;38.092;57.873
102;93.589;11.612;45.503;89.741;120.022;178.151;50.857;49.566
103;102.707;-34.136;83.801;48.809;98.768;193.833;23.096;39.028
