;vertical_force_1;side_force_1;internal_force_1;external_force_1;vertical_force_2;side_force_2;internal_force_2;external_force_2
0;41.645;24.834;32.405;135.957;80.965;17.925;29.825;39.469
1;26.518;8.943;83.469;86.716;83.371;-5.784;53.533;27.311
2;42.024;26.534;35.849;134.133;84.975;9.343;45.833;45.953
3;28.787;5.281;77.593;68.479;99.411;3.231;43.604;36.429
4;51.479;19.733;39.902;125.825;78.96;-7.265;47.252;13.937
5;34.838;5.869;84.888;91.377;84.173;-7.636;52.723;32.985
6;46.562;19.929;51.25;124.204;80.564;5.453;54.141;33.795
7;30.678;5.673;84.888;67.466;88.584;-5.351;40.97;33.592
8;44.293;26.469;29.162;130.486;85.777;13.356;26.38;40.077
9;42.402;4.365;84.28;89.959;99.411;-8.006;60.626;36.835
10;39.754;24.573;41.118;127.244;89.787;10.084;47.454;53.046
11;27.274;4.235;81.037;61.387;102.619;7.614;42.186;45.548
12;44.293;23.526;35.242;125.42;84.574;7.552;36.512;29.134
13;40.889;7.439;88.332;98.875;90.188;-8.624;56.978;33.795
14;48.453;22.545;47.805;131.499;82.569;-2.758;53.939;41.09
15;35.594;3.581;81.645;69.898;102.218;-5.66;48.67;39.672
16;43.158;27.058;35.039;133.12;85.777;10.084;31.041;36.227
17;34.838;8.485;90.967;94.417;91.792;-6.833;57.383;35.214
18;46.562;27.908;35.242;141.226;85.777;16.937;34.485;63.988
19;27.652;8.028;80.43;73.95;92.995;-3.005;44.617;34.2
20;44.293;23.265;39.092;128.257;90.188;6.688;38.133;33.187
21;40.889;3.45;82.456;88.945;106.228;-6.833;59.207;45.751
22;43.536;24.18;42.739;129.27;94.599;11.936;46.238;59.125
23;42.402;2.403;74.958;73.95;105.025;-6.524;51.71;42.711
24;49.209;23.33;37.876;130.486;85.376;9.652;32.662;36.632
25;43.158;4.104;88.13;92.796;92.995;-6.71;55.154;41.09
26;50.722;23.265;46.387;134.133;89.386;5.638;51.507;51.019
27;42.024;2.992;81.645;74.761;97.406;-5.475;48.467;38.861
28;47.318;17.902;51.25;119.746;88.183;-7.142;50.696;19.205
29;44.671;4.562;85.293;94.822;99.01;-8.5;58.397;42.103
30;43.915;18.36;58.545;119.138;89.787;-6.648;65.489;35.821
31;35.973;1.553;83.266;65.034;104.223;-3.623;46.036;47.372
32;46.184;26.861;34.026;133.526;92.594;13.912;31.851;43.522
33;34.838;7.374;91.777;90.972;103.02;-5.351;60.423;41.698
34;46.562;22.741;49.021;130.081;93.396;7.305;53.939;50.411
35;30.678;5.15;85.901;67.871;107.03;2.181;49.075;45.345
36;45.049;30.785;23.894;140.415;91.391;20.456;22.125;53.451
37;37.485;8.354;90.764;97.051;93.797;-8.994;61.639;35.416
38;46.94;22.218;51.858;129.675;89.386;4.651;59.207;40.685
39;30.3;4.562;86.509;66.655;102.619;2.119;45.023;44.94
40;50.722;23.722;39.497;130.283;90.188;10.084;35.904;39.266
41;45.806;6.0;92.385;98.064;92.193;-7.698;57.789;37.037
42;49.588;19.079;56.518;124.812;90.188;-2.573;59.207;44.332
43;35.973;4.692;82.659;72.735;103.421;-3.314;49.278;43.522
44;44.293;26.077;32.81;130.283;91.391;11.998;35.701;39.874
45;37.485;3.581;89.953;84.69;109.035;-6.031;61.841;46.764
46;43.536;18.622;53.681;119.544;95.802;-8.191;66.705;43.116
47;34.838;2.861;81.645;68.074;112.243;-2.882;50.088;50.209
48;46.94;27.123;28.555;133.323;92.995;13.665;29.014;49.195
49;38.62;7.831;90.967;94.822;100.614;-7.389;64.476;40.685
50;44.293;21.041;50.642;124.61;84.975;-7.512;65.084;36.429
51;32.191;2.796;82.861;65.034;111.04;5.515;46.441;53.451
52;47.697;27.188;32.202;135.147;90.188;14.159;30.433;45.751
53;42.402;4.889;89.751;92.593;101.817;-7.08;63.057;41.293
54;45.049;16.333;59.761;115.694;89.787;-10.044;70.96;35.214
55;33.703;2.403;83.266;66.048;110.238;2.613;48.67;49.803
56;51.1;19.145;47.197;120.557;89.386;-4.611;48.873;25.284
57;44.293;5.019;89.548;93.201;99.812;-7.265;62.044;39.874
58;49.966;20.583;48.413;126.636;93.797;-5.228;65.286;42.711
59;38.242;-0.67;77.998;63.819;118.659;-3.87;55.357;52.843
60;51.479;19.406;45.576;122.988;87.782;-4.919;49.481;21.434
61;42.024;1.88;90.764;86.311;105.025;-7.821;61.436;47.777
62;46.184;20.649;46.589;121.773;95.0;4.28;56.573;54.464
63;31.812;2.927;82.659;64.629;108.634;-4.302;53.939;45.751
64;46.184;29.346;29.365;139.402;90.99;10.269;34.688;41.901
65;32.191;9.532;96.438;93.606;101.015;-4.487;60.018;40.077
66;46.562;25.096;39.294;134.133;86.98;6.935;50.088;55.275
67;32.569;5.215;84.28;71.924;102.218;-3.067;52.115;41.495
68;48.453;21.172;40.713;124.61;92.594;8.108;42.591;32.985
69;42.78;2.927;89.751;88.743;103.822;-6.895;59.41;46.764
70;44.671;18.164;55.91;119.341;92.193;-5.66;65.489;40.685
71;40.889;-1.978;81.443;64.224;116.253;6.318;47.859;55.882
72;50.344;30.262;27.136;144.671;88.183;12.739;28.204;46.561
73;41.267;7.635;92.79;99.483;96.203;-8.068;64.476;36.024
74;51.1;27.45;37.065;143.049;90.188;15.702;41.172;64.191
75;37.107;7.374;82.051;81.651;97.005;-4.055;50.291;35.821
76;45.806;26.338;28.352;131.904;93.396;14.529;31.851;48.79
77;48.075;6.131;86.306;100.901;95.0;-8.006;59.612;40.482
78;48.453;26.207;42.942;139.605;88.183;10.701;47.859;57.301
79;36.351;6.654;88.332;77.193;99.812;-2.635;49.075;42.306
80;46.562;27.973;29.365;138.794;90.188;11.998;34.688;39.672
81;33.703;7.439;95.019;92.188;99.812;-5.537;57.586;44.535
82;48.831;17.837;58.95;122.786;87.782;-5.104;62.247;42.508
83;42.024;-0.735;82.051;69.087;111.441;-5.166;52.925;48.182
84;50.344;25.554;36.255;134.944;90.188;7.861;36.714;40.482
85;45.806;4.365;89.953;94.417;106.629;-6.216;64.678;45.345
86;44.671;22.48;45.779;127.244;94.599;7.738;51.71;58.314
87;37.485;2.534;81.848;68.479;107.832;-5.969;54.141;46.561
88;50.344;22.349;42.536;127.852;91.391;6.441;41.983;36.024
89;38.998;7.047;95.83;96.24;96.604;-5.784;59.004;41.698
90;55.261;17.837;59.558;126.839;86.579;-6.216;62.449;40.887
91;40.511;5.869;81.037;80.637;95.802;-3.746;46.238;40.685
92;55.261;18.883;54.695;126.231;99.411;11.319;42.186;38.253
93;43.158;8.42;100.693;103.333;103.822;-5.969;60.22;44.13
94;51.857;19.472;58.747;127.649;87.782;-9.612;68.528;37.645
95;40.889;5.869;83.064;81.448;101.817;-3.993;46.846;44.94
96;46.94;16.006;54.897;114.072;90.188;-3.746;51.912;20.624
97;37.485;6.785;95.627;94.214;95.802;-2.944;49.886;47.372
98;46.562;17.117;61.99;119.544;86.178;-5.228;60.018;43.116
99;41.267;5.673;85.901;80.435;96.604;-2.758;45.023;41.901
100;46.562;25.619;37.673;131.904;90.99;14.591;32.662;46.156
101;40.889;7.439;93.601;98.064;94.198;-9.179;61.436;39.064
102;45.049;13.848;66.245;112.451;87.381;-11.587;72.784;31.971
103;35.973;1.226;79.416;64.021;111.441;1.872;47.252;52.235
